"","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience"
"1085","704",2,"really absurd situation","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1086","705",2,"look world countries political reasons north Finland buprenorphine","66","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1087","706",2,"political decision thought substance safe","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1088","707",2,"France","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1089","708",2,"improved now","12","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1090","709",2,"still percent agonist treatment buprenorphine government thinks safer","69","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1091","710",2,"partial antagonist","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1092","711",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1093","712",2,"also called Indivior company manufactures politically active advocating getting lot government side","99","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1094","713",2,"economic reasons","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1095","714",2,"Drug pushers","12","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1096","715",2,"Thank","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1097","716",2,"generous","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1098","717",2,"walking around clinic","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1099","718",2,"medical department","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1100","719",2,"treat Hepatitis HIV disorders","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1101","720",2,"see increasing number age related comorbid medical disorders","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1102","721",2,"average age opiate dependent cohort years","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1103","722",2,"nineties generation heroin","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1104","723",2,"hardly newcomers","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1105","724",2,"Heroin","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1106","725",2,"loser drug","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1107","726",2,"hardly see young new heroin users","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1108","727",2,"epidemic","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1109","728",2,"see cohort users","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1110","729",2,"years older actual age","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1111","730",2,"years lifestyle forced live","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1112","731",2,"lifestyle made sick drugs","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1113","732",2,"treat results","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1114","733",2,"lab","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1115","734",2,"important machine","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1116","735",2,"sort ultrasound measures fibrosis liver","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1117","736",2,"important treating c","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1118","737",2,"issue moment c treatment still quite expensive","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1119","738",2,"Gilead started whole thing billions","35","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1120","739",2,"kept cost pretty high","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1121","740",2,"Yes dollars treatment","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1122","741",2,"based","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1123","742",2,"long","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1124","743",2,"weeks","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1125","744",2,"United States","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1126","745",2,"even develop substances","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1127","746",2,"bought patent now making hell lot money","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1128","747",2,"problem percent cohort opiate dependent population treat infected Hepatitis","75","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1129","748",2,"Also consequence lifestyle drug","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1130","749",2,"Actually treat new treatment","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1131","750",2,"effective ninety percent success rate","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1132","751",2,"treat treat infections expensive","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1133","752",2,"government decided make limitations treatment treat fibrosis progressed certain level","85","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1134","753",2,"pretty sick get treatment","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1135","754",2,"wiser treat earlier get degree","30","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1136","755",2,"measure fibrosis grade get treatment","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1137","756",2,"thing happen Narcan","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1138","757",2,"price dollars right time state governments allowing access","58","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1139","758",2,"internal medicine rest premises psychiatry","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1140","759",2,"work close together patients comorbid trying get treatment fit needs patient","76","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1141","760",2,"patients agonist treatments","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1142","761",2,"numbers","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1143","762",2,"computerized systems","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1144","763",2,"get medication patient comorbid disorders","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1145","764",2,"amount week come week get medication","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1146","765",2,"project move together clinics Zurich next year place","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1147","766",2,"centralized outpatient clinics place","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1148","767",2,"think offer comprehensive better quality treatment roof","55","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1149","768",2,"happen end year","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1150","769",2,"open a.m. p.m. days week","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1151","770",2,"days week","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1152","771",2,"Now think reducing service weekend percent patients stable offer services","73","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1153","772",2,"important beginning back nineties people still bad needed much support","70","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"1154","773",2,"Now stabilized","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
